"Weekly Measles Incidence, 1928-2003"
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013."
YEAR,WEEK,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1940,39,0.56,-,2.20,0.05,0.68,0.53,0.12,0.74,0.29,0.05,0.35,-,0.19,0.40,0.15,0.08,0.28,1.15,0.08,0.12,0.05,1.48,1.03,0.14,-,0.08,2.87,1.44,-,0.00,1.17,0.19,0.38,0.31,0.62,0.12,0.04,0.64,0.83,0.00,0.00,0.00,0.17,0.09,0.91,0.55,0.59,0.34,0.10,2.23,0.00
1940,40,0.18,-,3.41,0.00,0.50,1.68,0.29,0.37,0.00,0.00,0.06,-,0.57,0.32,0.03,0.51,0.17,0.56,0.04,3.30,0.27,2.25,1.13,0.11,-,0.03,5.91,0.76,0.00,0.00,0.69,2.07,0.69,0.36,0.31,0.23,0.13,0.64,1.50,0.14,0.32,0.62,2.76,0.23,0.18,0.00,0.70,0.23,0.05,3.95,0.00
1940,41,0.07,-,4.21,0.10,0.82,0.80,0.18,1.49,0.29,0.05,0.10,-,0.57,0.77,0.26,0.43,0.39,0.42,0.21,2.83,0.27,2.48,2.13,0.14,-,0.05,3.05,1.22,-,0.00,1.44,1.69,0.74,0.11,0.62,0.09,0.22,1.01,0.94,0.00,0.11,0.31,0.51,0.17,0.54,1.38,0.81,0.11,0.26,3.34,0.40
1940,42,0.11,-,3.21,0.15,0.69,1.68,0.12,0.74,0.00,0.00,0.03,-,0.57,0.99,0.26,1.02,0.45,0.66,0.00,7.42,0.11,3.31,2.50,0.00,-,0.13,2.51,1.06,0.00,0.00,2.01,1.32,1.03,0.08,0.16,0.20,0.09,1.10,3.72,0.14,0.11,0.62,0.00,0.26,0.54,2.75,1.29,0.29,0.10,5.70,2.00
1940,43,0.11,-,2.81,0.00,1.05,1.42,0.18,0.37,0.29,0.10,0.10,-,0.00,1.71,0.47,2.17,0.34,1.78,0.04,8.36,0.11,3.68,3.16,0.00,-,0.18,1.25,0.61,0.00,0.00,1.77,4.71,1.17,0.17,0.00,0.16,0.26,0.83,3.73,0.00,0.11,0.31,0.55,0.26,0.18,1.65,1.07,0.29,0.05,4.17,1.60
1940,44,0.18,-,4.41,0.10,0.36,2.12,0.18,1.12,0.43,0.05,0.06,-,0.38,1.86,0.26,2.01,0.28,2.06,0.04,8.83,0.33,4.01,2.39,0.32,-,0.03,0.54,0.68,0.00,0.00,3.21,1.13,1.49,0.17,0.62,0.36,0.00,0.55,5.37,0.00,0.16,0.62,0.17,0.16,0.54,0.83,0.74,0.29,0.21,6.52,0.40
1940,45,0.49,-,4.61,0.26,0.30,1.77,0.23,0.37,0.00,0.05,0.13,-,0.19,2.76,0.20,1.22,0.45,1.78,0.04,12.49,0.16,5.26,6.21,1.61,-,0.69,0.18,0.38,0.00,0.00,2.68,3.58,1.95,0.17,0.00,0.43,0.04,0.92,5.23,0.00,0.47,0.31,1.02,0.59,0.36,0.83,0.85,0.23,0.37,9.07,1.20
1940,46,0.81,-,7.82,0.10,0.39,1.95,0.12,0.00,0.14,0.16,0.38,-,0.00,3.18,0.64,1.62,0.50,2.55,0.04,23.56,0.33,5.07,6.92,1.00,-,0.05,0.00,0.15,0.00,0.81,4.46,2.07,2.65,0.67,0.62,0.55,0.09,1.29,8.21,0.28,0.47,0.16,0.85,0.64,0.54,2.48,2.02,0.34,1.26,7.89,1.20
1940,47,0.39,-,6.01,0.15,0.91,2.30,0.23,1.12,0.43,0.10,0.16,-,0.00,4.50,0.61,1.30,0.84,5.04,0.00,7.54,0.22,6.11,6.55,2.11,-,0.13,0.72,0.15,0.00,0.61,4.38,2.64,3.66,0.22,0.00,0.51,0.09,2.12,9.82,0.00,0.11,0.00,0.44,0.03,0.36,3.31,1.76,0.63,0.73,8.34,0.00
1940,48,1.09,-,5.81,0.46,0.73,5.31,0.06,1.86,0.14,0.05,0.22,-,0.00,6.45,0.55,0.79,1.17,5.07,0.00,14.72,0.11,5.23,9.84,2.69,-,0.32,0.72,0.00,0.00,0.00,6.18,3.95,4.79,0.70,0.00,0.94,0.00,1.75,7.54,0.00,1.37,0.16,0.37,0.37,0.36,5.23,0.74,0.63,0.16,9.26,0.80
1940,49,0.42,-,5.81,0.26,1.21,2.48,0.23,2.60,0.00,0.21,0.87,-,0.00,8.26,0.58,1.81,1.79,3.99,0.04,6.36,0.22,5.47,11.23,0.22,-,0.18,1.08,0.23,0.00,0.00,5.53,3.95,5.45,0.73,0.31,0.75,0.09,1.38,12.08,0.00,1.05,0.00,0.72,1.00,1.45,6.61,2.54,1.78,0.58,7.70,0.40
1940,50,1.23,-,9.42,1.18,0.63,13.63,0.53,5.20,0.00,0.05,0.03,-,0.57,9.32,0.41,2.33,3.30,5.14,0.00,10.95,0.22,6.99,15.18,0.39,-,0.61,0.72,0.46,0.00,0.00,7.21,9.60,7.32,0.53,0.31,2.01,0.00,2.39,11.82,0.28,0.53,0.78,0.75,0.31,0.36,5.79,4.63,0.86,0.16,13.27,0.80
1940,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1940,52,1.12,-,16.03,15.55,0.55,6.19,0.53,1.49,0.72,0.00,0.80,-,0.38,9.29,0.93,4.49,4.92,4.72,0.08,4.12,0.49,5.16,14.96,0.11,-,0.29,0.54,0.76,-,0.00,9.70,5.27,8.16,3.81,2.50,3.23,0.17,1.20,9.76,0.14,2.79,0.16,1.87,0.72,0.36,12.12,6.62,0.98,0.84,9.83,0.40
1941,1,2.58,-,10.61,0.81,0.47,8.19,0.69,6.18,0.26,0.10,0.25,-,0.00,12.20,0.95,5.30,6.35,6.76,0.08,4.34,0.21,8.75,12.66,0.18,-,0.76,0.37,0.16,-,2.24,13.68,10.87,11.09,1.92,1.63,6.88,0.04,2.71,14.70,0.00,1.68,0.33,0.84,0.29,2.36,6.90,5.11,1.01,2.28,11.75,0.00
1941,2,2.34,-,20.61,1.52,0.86,9.61,0.63,9.45,0.52,0.30,0.82,-,0.20,13.87,1.81,5.54,8.39,8.53,0.04,8.22,0.63,11.60,32.44,0.07,-,1.05,1.29,0.79,0.00,0.61,20.59,38.74,16.09,2.62,1.79,9.27,0.49,5.60,21.48,0.00,3.57,0.33,2.05,0.76,2.18,21.84,6.94,2.79,3.24,12.87,2.02
1941,3,3.00,-,13.06,3.10,1.45,2.85,0.74,7.27,0.52,0.40,2.01,-,0.00,10.99,1.58,7.35,9.58,2.30,0.08,2.11,0.58,8.29,19.88,0.22,-,0.39,0.92,0.63,0.00,1.22,15.16,4.94,11.34,4.71,3.09,8.12,0.00,9.52,18.79,0.00,3.57,1.79,1.65,2.70,3.45,11.78,6.80,3.35,11.51,13.41,1.62
1941,4,2.79,-,21.63,3.20,1.15,5.07,1.20,7.27,0.65,0.30,1.98,-,0.00,15.13,3.62,4.38,12.63,5.81,0.04,3.99,1.31,7.77,21.91,0.26,-,0.68,0.55,0.16,0.00,3.06,16.17,16.60,16.02,2.42,2.11,11.07,0.22,20.82,25.07,0.27,1.27,6.36,1.41,1.28,2.90,10.92,10.65,4.58,3.08,9.11,0.81
1941,5,2.34,-,17.35,6.09,1.49,8.36,2.52,12.00,1.83,0.55,2.93,-,2.79,16.75,3.01,5.54,10.48,7.01,0.12,8.10,1.31,9.98,35.89,0.52,-,0.81,0.74,0.24,0.00,9.80,19.11,7.31,18.51,4.24,2.11,15.10,0.18,24.56,23.62,0.00,5.81,5.06,2.02,1.55,0.73,3.45,15.66,4.53,2.86,17.64,2.83
1941,6,16.40,-,16.33,4.22,1.40,7.56,1.72,18.18,1.83,1.04,6.35,-,4.99,22.90,5.25,5.22,9.86,7.19,0.28,8.22,3.19,9.84,24.12,0.18,-,1.94,1.47,0.47,0.00,1.63,19.84,14.23,23.26,5.07,1.79,26.39,0.49,30.35,29.45,0.00,2.40,2.94,3.33,3.31,2.72,2.87,17.44,3.91,6.63,18.63,5.67
1941,7,4.82,-,0.00,1.93,1.35,9.43,4.81,40.00,4.06,2.88,7.80,-,1.60,24.95,6.37,6.50,13.03,21.21,0.32,14.32,3.14,10.34,35.91,0.37,-,2.26,1.10,0.08,1.67,0.82,25.29,26.88,25.44,7.16,0.98,5.68,0.31,18.02,32.18,0.00,3.26,5.06,5.21,7.87,5.63,8.33,37.13,5.20,7.11,24.49,8.10
1941,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1941,9,10.51,-,22.65,7.41,1.80,14.86,2.98,113.45,8.77,19.58,6.29,-,3.79,35.78,13.72,6.42,24.31,25.60,2.38,10.33,6.01,15.54,63.89,0.15,-,3.70,1.66,0.31,0.00,7.55,47.56,39.33,41.80,13.65,1.30,45.26,0.49,36.51,44.74,0.55,13.66,3.43,6.22,8.76,4.72,13.51,65.29,6.76,10.03,21.27,32.39
1941,10,9.61,-,41.43,7.72,2.89,18.95,2.98,156.73,11.65,21.72,10.73,-,0.60,40.85,12.92,7.35,31.95,23.26,0.85,24.41,5.44,13.53,57.73,0.18,-,2.26,0.18,0.47,0.00,16.53,48.68,43.48,48.35,18.08,1.46,68.15,0.22,39.03,40.31,0.00,9.89,1.79,12.24,9.42,6.35,4.89,53.84,5.37,16.23,27.80,19.43
1941,11,16.57,-,27.76,12.09,3.19,19.04,3.49,127.64,16.49,48.24,13.24,-,8.78,51.93,18.00,7.03,37.45,46.64,2.46,11.03,8.89,18.48,80.70,0.40,-,3.96,0.92,0.47,0.00,4.69,59.92,36.96,57.32,25.66,2.11,81.98,0.62,41.27,50.03,0.68,14.17,4.40,11.40,11.65,5.81,5.17,69.04,4.42,17.93,26.69,7.69
1941,12,25.19,-,0.00,12.19,6.54,23.67,5.38,142.55,37.57,52.85,12.46,-,3.59,52.02,33.19,7.95,57.34,39.34,4.83,13.85,10.25,15.95,59.85,0.44,-,10.08,1.66,0.71,8.33,18.16,65.16,28.26,59.49,30.23,4.39,110.53,2.43,50.89,51.95,0.27,14.93,0.49,11.34,21.50,2.36,3.74,66.41,4.97,19.10,33.69,24.70
1941,13,28.57,-,22.24,17.88,4.96,32.30,7.22,122.55,36.13,66.29,21.77,-,3.39,56.25,31.44,10.84,64.19,45.33,2.78,4.81,20.54,17.93,107.75,0.44,-,3.83,8.10,0.24,9.17,16.94,76.26,67.59,66.56,44.58,0.16,112.36,1.95,33.71,57.10,0.68,30.48,0.49,23.95,18.98,5.63,7.76,89.21,2.24,29.28,46.08,51.01
1941,14,24.05,-,20.00,16.86,5.79,35.32,11.97,116.00,42.93,56.32,37.97,-,3.99,45.78,23.14,7.23,66.23,64.02,3.78,17.72,17.98,17.29,86.39,0.22,-,7.85,3.13,3.30,31.67,17.55,78.19,38.93,63.76,46.81,5.37,133.34,2.03,37.72,53.58,0.96,32.98,2.61,23.75,27.71,2.36,16.38,91.73,2.68,32.47,52.52,23.08
1941,15,13.49,-,10.82,10.51,5.49,17.79,9.08,51.45,22.51,30.39,13.78,-,5.59,24.68,18.75,13.63,54.53,33.23,3.46,34.57,5.83,17.37,47.60,3.46,-,4.53,8.93,1.61,0.00,15.41,33.29,28.56,31.06,27.21,1.38,64.47,3.40,46.50,27.88,10.88,21.18,0.90,13.32,15.25,59.62,3.45,34.40,24.40,17.37,33.20,17.61
1941,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1941,17,34.22,-,22.45,24.33,5.29,39.59,21.76,82.91,48.43,30.04,23.09,-,4.59,35.17,32.18,8.55,60.28,52.48,2.70,9.86,21.38,27.11,65.44,1.73,-,13.88,5.52,1.18,0.83,10.00,84.30,42.29,49.09,44.30,7.32,103.22,8.13,33.99,58.41,0.41,32.57,2.28,21.86,17.62,6.53,24.14,78.28,5.76,47.16,58.34,21.05
1941,18,21.57,-,20.00,18.79,4.91,56.58,17.30,57.45,39.14,23.20,22.55,-,2.00,26.87,30.61,8.75,56.09,36.30,1.89,23.36,21.07,22.21,64.02,0.92,-,16.61,9.39,0.94,1.67,18.16,63.42,48.62,42.35,49.93,5.04,66.66,6.54,21.10,56.75,0.41,50.31,2.28,19.00,23.40,5.26,20.69,53.17,2.46,39.95,59.65,13.77
1941,19,13.47,-,15.92,15.29,5.69,46.80,24.17,35.64,33.64,27.12,14.78,-,5.59,25.18,29.46,9.88,51.27,30.98,1.73,5.99,18.61,19.32,55.32,1.14,-,14.93,6.45,2.75,87.50,9.80,59.40,53.75,32.09,47.03,3.41,57.73,8.40,24.84,55.84,1.09,30.33,1.63,23.04,22.11,11.62,18.97,58.00,2.35,41.22,57.32,32.39
1941,20,13.78,-,25.51,18.84,6.22,57.03,26.75,49.82,32.85,17.70,17.30,-,2.40,21.31,31.50,8.23,43.68,37.43,2.09,16.55,20.91,23.99,55.46,0.88,-,15.48,6.63,1.65,0.00,8.16,58.74,41.90,31.16,45.19,6.67,43.13,3.27,18.39,59.74,0.55,38.28,2.77,14.30,16.80,11.43,12.93,40.25,1.17,32.94,64.36,12.15
1941,21,7.48,-,23.27,9.04,6.95,25.40,11.86,15.45,16.49,15.54,7.42,-,4.59,10.21,17.30,11.16,26.88,19.03,0.62,32.04,10.93,20.81,40.79,2.96,-,8.03,13.26,2.08,0.00,6.02,38.95,19.07,16.90,23.78,9.11,21.69,3.65,30.77,31.98,13.00,7.06,3.18,7.97,18.95,49.82,14.51,28.53,14.45,17.27,44.68,59.31
1941,22,9.51,-,12.04,10.92,5.33,33.72,22.74,29.09,26.70,15.62,8.56,-,7.39,15.61,20.87,5.42,20.28,21.60,0.68,8.92,21.48,18.00,29.95,0.81,-,12.39,4.42,2.59,0.00,4.69,28.75,16.01,20.58,36.05,3.58,24.66,5.61,7.38,47.06,0.00,34.15,0.65,12.28,13.67,5.08,6.61,32.19,1.17,26.63,52.04,5.26
1941,23,6.17,-,21.22,9.19,8.29,25.09,26.35,25.09,26.05,9.82,13.84,-,6.19,15.76,15.42,0.96,21.08,21.00,0.72,4.11,24.15,24.56,26.21,0.63,-,15.40,7.37,0.71,10.83,2.04,53.95,41.90,24.01,32.93,15.77,34.69,5.17,6.72,50.28,0.41,16.92,2.28,12.28,8.53,5.44,24.43,34.08,1.68,27.90,59.39,5.67
1941,24,5.13,-,19.59,6.35,7.67,14.41,36.14,10.55,24.08,4.16,6.51,-,0.80,9.52,9.42,10.32,11.50,14.87,0.72,18.19,24.73,23.65,22.70,0.63,-,8.50,4.79,1.57,84.17,4.08,31.57,15.61,16.62,23.74,3.41,19.70,5.13,4.86,35.08,0.14,26.20,0.33,8.14,7.84,4.17,21.26,27.95,0.78,20.85,53.82,3.24
1941,25,3.07,-,16.53,7.92,6.59,9.61,24.17,8.73,14.53,2.48,6.17,-,1.60,7.48,6.26,5.06,8.61,8.71,0.12,13.03,19.13,17.29,17.54,0.59,-,6.25,1.66,0.47,0.00,0.61,23.18,16.21,13.79,20.03,2.11,18.40,3.71,3.55,24.00,0.14,13.76,0.33,5.99,7.43,7.80,13.51,18.49,0.67,24.03,38.92,2.02
1941,26,3.24,-,18.37,5.79,3.94,8.19,18.16,5.09,10.47,2.43,7.17,-,4.59,5.35,3.27,3.69,7.25,3.40,0.08,9.62,18.82,18.82,12.65,0.52,-,6.27,1.10,1.02,0.83,0.41,18.43,10.28,10.26,14.63,3.25,10.76,2.79,3.17,18.67,2.33,14.22,0.98,5.05,4.60,3.09,22.99,18.42,2.91,15.70,33.41,2.02
1941,27,0.93,-,15.71,3.61,2.31,4.80,13.75,5.09,7.85,0.59,3.21,-,1.40,2.95,2.84,2.77,3.40,1.56,0.12,6.92,16.41,12.60,7.42,0.40,-,3.94,1.29,1.26,2.50,0.00,8.46,9.49,7.42,6.60,1.95,9.36,3.27,1.96,13.06,0.14,9.79,0.82,2.83,2.98,1.63,17.53,10.89,0.84,9.60,23.41,2.43
1941,28,2.14,-,7.55,2.54,2.47,2.85,12.60,2.18,4.84,0.79,2.93,-,0.60,2.85,0.89,2.85,3.12,2.73,0.04,12.09,12.91,11.23,9.47,0.26,-,1.52,3.87,0.71,21.67,3.06,11.75,2.57,6.90,7.94,1.30,6.25,1.81,1.59,10.96,1.23,9.28,1.14,2.39,2.20,1.45,13.51,9.77,0.39,10.77,19.30,2.02
1941,29,1.41,-,10.00,2.89,2.02,2.14,6.70,1.45,3.93,0.30,2.30,-,0.40,1.33,0.66,1.24,2.49,1.74,0.04,7.98,9.46,6.99,4.62,0.22,-,1.29,1.10,0.55,0.83,1.22,5.90,3.36,3.70,4.90,1.30,3.59,0.49,2.80,6.85,1.78,5.91,0.33,2.25,1.21,1.45,7.18,6.37,0.45,9.07,11.88,1.21
1941,30,1.10,-,14.08,1.37,4.60,2.67,4.12,0.73,1.83,0.84,1.13,-,0.40,0.96,0.78,1.36,1.59,1.59,0.00,3.40,7.68,4.06,2.43,0.37,-,0.84,0.55,0.86,1.67,0.61,4.30,6.13,2.68,0.50,2.28,2.80,0.88,1.68,3.67,1.37,3.87,0.33,1.61,1.56,1.09,9.20,4.97,0.28,2.92,8.92,0.81
1941,31,0.41,-,5.92,1.63,1.53,2.76,2.92,0.73,1.44,1.24,1.38,-,0.00,0.63,0.92,1.00,1.19,0.74,0.08,6.22,5.28,2.85,2.23,0.18,-,0.60,0.00,0.16,0.00,0.61,2.75,5.14,1.52,1.76,2.28,1.77,0.71,0.65,2.66,1.37,3.21,0.00,1.11,1.53,1.45,13.79,3.57,0.28,1.27,5.99,0.81
1941,32,0.28,-,1.02,1.63,1.40,2.05,1.95,0.73,1.44,0.45,1.86,-,0.00,0.50,0.32,0.96,1.42,0.50,0.08,1.41,3.40,1.89,1.61,0.33,-,0.60,0.18,0.79,4.17,0.41,1.55,1.38,1.57,1.73,0.81,1.11,0.66,0.56,1.57,0.27,2.96,0.49,1.38,1.61,1.81,4.02,2.59,0.06,2.55,5.06,2.02
1941,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1941,34,0.14,-,4.08,0.61,1.02,1.25,1.37,0.36,1.31,0.20,1.16,-,0.00,0.30,0.03,0.20,0.62,0.21,0.04,1.06,0.21,1.66,0.49,0.11,-,0.18,0.55,0.00,1.67,0.00,0.73,0.79,0.68,0.39,2.93,0.40,0.31,0.75,0.93,0.00,2.80,0.33,0.50,-,1.09,3.45,0.77,0.06,2.39,2.42,1.21
1941,35,0.55,-,2.04,0.71,1.24,1.25,0.74,0.00,0.79,0.20,0.88,-,0.60,0.11,0.14,0.16,0.96,0.28,0.12,1.76,0.84,0.87,0.16,0.04,-,0.16,0.55,0.16,0.00,0.00,0.47,0.99,0.43,0.33,0.98,0.34,0.09,1.49,0.70,0.41,0.51,0.49,0.07,0.53,0.54,1.15,0.14,0.34,1.64,1.37,0.00
1941,36,0.07,-,4.69,1.07,0.86,1.16,0.57,0.36,0.79,0.20,1.23,-,0.00,1.05,0.06,0.12,0.06,0.21,0.12,1.41,1.05,0.77,0.20,0.15,-,0.16,0.37,0.08,0.83,0.20,0.78,0.99,0.54,0.67,0.98,0.26,0.27,0.65,0.77,0.14,1.38,0.33,0.84,0.73,1.63,7.18,1.19,0.17,1.11,1.94,1.21
1941,37,0.17,-,10.61,1.42,1.02,0.44,0.34,0.00,0.39,0.20,0.50,-,0.40,0.44,0.06,0.64,0.17,1.03,0.28,2.93,0.58,0.75,1.33,0.00,-,0.10,0.55,0.16,0.00,0.41,0.45,0.40,0.61,1.11,0.00,0.33,0.27,0.75,0.62,1.23,1.63,0.00,0.44,0.73,0.18,1.15,0.53,0.39,1.54,2.45,1.21
1941,38,0.24,-,2.45,0.56,0.70,0.89,0.69,0.73,0.79,0.15,0.66,-,0.20,0.26,0.09,0.12,0.34,0.57,0.12,1.53,0.68,0.46,0.40,0.18,-,0.16,0.55,0.24,0.00,0.00,0.61,0.99,0.42,0.67,2.11,0.20,0.09,1.68,0.76,0.00,0.71,0.16,0.94,0.62,0.36,0.57,1.02,0.61,0.58,1.08,0.40
1941,39,0.24,-,5.92,0.91,1.04,0.80,0.46,0.73,0.39,0.10,0.60,-,0.40,0.23,0.09,0.24,0.45,0.39,0.00,2.11,0.37,1.21,0.69,0.29,0.00,0.08,2.58,0.31,0.00,0.20,0.63,1.19,0.36,1.14,1.79,0.32,1.37,1.40,0.68,0.14,0.92,0.16,0.67,0.32,0.36,0.86,0.98,0.22,1.22,0.73,0.00
1941,40,0.14,-,3.47,1.63,1.06,1.42,0.23,0.00,0.39,0.20,0.16,-,0.40,0.24,0.14,0.24,0.23,0.32,0.00,3.29,0.73,1.21,0.55,0.85,-,0.31,0.55,0.63,0.00,1.43,0.56,0.79,0.36,0.98,0.98,0.26,0.09,1.31,0.91,0.27,0.92,0.33,1.28,0.15,0.91,0.00,0.84,0.28,2.81,1.24,0.81
1941,41,0.86,-,7.14,1.57,1.40,1.60,1.37,0.73,0.92,0.05,0.44,-,0.20,0.16,0.14,0.32,0.23,0.25,0.04,5.87,0.52,1.30,1.04,0.11,-,0.37,2.03,0.16,0.00,0.20,0.56,0.79,0.57,0.95,2.93,0.33,0.31,0.84,0.87,0.68,3.87,0.33,0.94,0.17,1.45,0.00,0.84,0.50,2.60,1.27,1.62
1941,42,0.31,-,2.04,0.81,1.35,2.67,0.63,0.00,0.52,0.45,0.22,-,0.20,0.36,0.14,0.48,0.11,1.13,0.04,3.64,0.58,1.87,0.64,0.37,-,0.24,0.55,0.31,0.00,2.04,0.52,3.75,0.60,2.03,6.02,0.37,0.49,1.21,1.11,0.41,0.82,0.00,0.67,0.21,0.54,0.29,0.70,0.34,2.39,1.62,0.40
1941,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1941,44,1.76,-,15.31,0.86,3.11,2.94,2.46,0.36,0.00,0.15,0.16,-,5.39,0.39,0.09,0.84,1.64,1.74,0.04,6.46,0.84,3.30,0.64,0.22,-,0.08,3.50,0.24,0.00,0.00,0.40,12.45,0.76,2.34,2.44,0.75,0.22,1.77,1.13,1.37,1.73,0.16,0.34,0.58,0.91,0.57,1.26,0.17,3.24,3.50,1.62
1941,45,0.41,-,11.02,0.46,3.15,1.87,2.92,0.36,0.13,0.25,0.44,-,0.60,0.59,0.14,0.80,3.00,0.85,0.00,6.34,1.46,1.80,0.53,0.04,-,0.21,2.76,0.16,0.00,0.20,0.42,0.99,0.87,1.48,14.80,0.52,1.37,1.40,2.39,0.82,1.12,0.16,0.13,0.67,1.63,0.00,2.17,0.06,9.50,3.03,0.81
1941,46,0.28,-,8.16,1.63,4.82,9.79,1.83,0.00,0.13,0.40,0.25,-,3.59,0.43,0.49,0.72,1.25,0.07,0.00,10.80,2.09,2.30,2.14,0.77,-,0.34,1.66,0.16,0.83,0.61,0.35,1.58,0.93,2.73,9.27,0.30,1.02,3.17,2.22,0.82,0.15,0.16,0.67,0.74,4.17,0.86,3.01,0.11,9.66,3.69,0.81
1941,47,0.31,-,5.92,3.35,3.58,9.61,3.72,0.36,0.26,0.45,0.66,-,1.20,0.38,0.49,0.72,3.74,1.27,0.08,16.67,2.72,2.46,0.91,0.37,-,0.34,4.79,0.39,2.50,3.47,0.35,3.75,1.03,4.60,2.93,0.40,1.06,2.33,3.35,0.41,0.41,0.16,1.24,1.70,4.54,0.29,3.57,0.56,4.03,5.00,0.00
1941,48,1.41,-,4.49,1.32,6.16,11.39,4.93,0.73,0.52,0.30,1.10,-,2.00,0.39,0.60,0.96,0.68,3.08,0.08,32.98,5.07,3.05,1.15,1.95,-,0.29,4.60,0.24,0.00,2.24,0.52,0.00,1.98,11.59,11.38,0.36,1.33,5.42,2.92,2.74,0.61,0.98,1.01,2.14,11.25,0.00,4.10,0.61,9.55,3.98,0.40
1941,49,2.14,-,10.41,4.01,7.03,3.65,3.38,0.73,0.52,0.10,0.85,-,1.60,0.30,0.49,1.28,6.23,6.20,0.12,41.31,4.44,3.21,0.71,1.21,-,0.31,9.58,0.71,2.50,1.63,0.40,2.37,2.22,7.44,14.31,0.52,0.27,3.73,4.99,0.27,1.48,0.16,1.72,3.80,5.26,0.00,7.08,0.34,12.20,0.00,1.21
1941,50,1.41,-,4.49,2.54,8.39,21.71,4.24,1.09,0.26,0.15,1.79,-,2.20,0.50,0.95,1.77,5.50,0.46,0.16,30.87,6.01,3.26,1.57,2.43,-,0.16,5.16,0.31,0.00,0.82,0.40,6.72,1.61,11.48,9.76,0.76,1.64,6.35,7.29,2.60,1.73,0.49,1.75,3.58,8.17,0.00,3.29,0.39,6.79,4.11,0.00
1941,51,0.69,-,6.73,3.45,6.91,37.37,3.49,0.36,0.65,2.83,2.36,-,0.40,0.80,0.32,2.77,6.18,0.42,0.44,20.42,7.53,3.80,1.08,2.65,-,0.34,14.73,1.10,0.00,1.22,1.20,1.98,2.22,7.16,18.70,1.55,0.49,4.20,6.84,2.87,1.22,1.14,2.25,4.10,3.45,0.86,3.01,0.22,7.16,4.52,5.67
1941,52,0.17,-,12.65,1.32,7.54,5.25,4.35,0.00,0.00,0.10,2.08,-,0.80,0.45,0.72,3.01,6.63,1.13,0.12,22.54,6.95,2.69,0.69,3.94,-,0.71,7.55,0.31,0.00,1.22,0.89,1.19,2.59,5.91,21.63,0.68,5.00,7.84,5.38,3.56,2.29,0.00,2.46,4.50,8.71,1.15,3.61,0.95,4.88,5.48,1.21
1942,1,0.78,-,16.60,3.69,19.33,11.14,6.14,0.36,0.59,1.07,7.01,-,0.21,1.10,1.20,3.69,10.57,0.93,0.51,20.74,13.01,4.87,1.50,7.81,-,0.71,10.04,0.32,2.92,2.29,3.12,5.78,3.79,17.90,12.18,1.36,7.09,7.50,11.55,5.08,4.09,0.34,1.36,7.44,8.35,2.04,5.10,1.63,12.67,8.94,5.58
1942,2,0.92,-,16.79,6.42,14.67,28.93,8.15,0.72,0.94,2.09,8.07,-,2.09,1.10,0.88,5.49,9.38,0.93,0.79,22.29,8.86,5.40,1.59,6.65,-,1.41,11.39,0.89,3.65,1.66,2.61,23.90,2.68,12.64,14.58,1.21,5.82,5.87,15.08,5.35,6.08,1.53,3.33,9.69,4.17,4.08,4.64,1.32,10.32,14.38,8.76
1942,3,2.45,-,38.36,8.85,20.96,17.07,7.98,2.51,2.00,2.28,4.05,-,4.60,1.29,1.91,2.54,7.67,1.36,0.94,31.11,12.16,6.50,3.17,12.25,-,2.14,10.42,3.47,0.00,1.46,3.89,10.56,2.66,21.77,13.72,1.38,8.26,10.48,12.51,11.76,7.67,1.02,3.78,16.35,6.61,2.92,6.42,1.84,10.38,5.86,5.18
